locus_name	gene_name	gene_special	special_score	gene_locusdist_kbp	distance_score	ppi_score	edges_in_otheractive	ppi_deg_active_cnt	ppi_deg_active_names	ppi_deg	TF_score	TF_indeg	TF_in_active_cnt	TF_in_active_names	TF_outdeg	TF_out_active_cnt	TF_out_active_names	total_score	gene_type	snp_type	gene_pattern
rs116202356	DLEC1	.	0.0	23.08	-0.9147790464890077	29.71182782843232	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.71762782741224	protein_coding		.
rs116202356	MYD88	.	0.0	76.193	-0.4089100396248885	29.54607822333793	270	1	MAP3K7	3	1.9205790454689249	0	0	.	0	0	.	31.057747229181963	protein_coding		.
rs116202356	OXSR1	.	0.0	102.804	-0.2746396490270406	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	31.14407894748569	protein_coding		s1__1
rs116202356	PLCD1	.	0.0	53.95	-0.5843707420256701	29.333855910994032	270	1	CALM1:omim	4	1.9205790454689249	0	0	.	0	0	.	30.67006421443729	protein_coding		.
rs116202356	VILL	.	0.0	74.226	-0.4217830422524276	29.54607822333793	270	1	LITAF:coloc	3	1.9205790454689249	0	0	.	0	0	.	31.044874226554427	protein_coding		.
rs11081761	GAREM1	.	0.0	136.264	-0.1773557935647611	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	31.241362802947968	protein_coding		s1__1
rs3105593	TRPM7	.	0.0	22.187	-0.923890070262784	28.960223000775045	271	2	DDX17:coloc;TTN:exome	7	1.9205790454689249	0	0	.	0	0	.	29.956911975981185	protein_coding		.
rs3105593	USP50	.	0.0	55.741	-0.5677106087939222	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.85100798771881	protein_coding		s1__1
rs4608502	COL4A3	.	0.0	104.815	-0.2669802189582742	29.07389398948945	269	0		2	1.9205790454689249	0	0	.	0	0	.	30.7274928160001	protein_coding		.
rs4608502	COL4A4	.	0.0	105.234	-0.2654201863605943	29.07389398948945	269	0		2	1.9205790454689249	0	0	.	0	0	.	30.72905284859778	protein_coding		.
rs4608502	MFF	.	0.0	55.712	-0.5679768092739977	28.70295587172228	270	1	MTCH1	6	1.9205790454689249	0	0	.	0	0	.	30.055558107917207	protein_coding		.
rs4608502	SCYGR1	.	0.0	118.244	-0.2225104656592032	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.196208130853528	protein_coding		s1__1
rs4608502	TM4SF20	.	0.0	109.867	-0.2489547896334702	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.16976380687926	protein_coding		.
rs7784776	IGFBP3	.	0.0	659.275	-0.0091644065641495	29.498139551043806	269	2	CAV1:coloc;PRKCA:coloc	2	1.9205790454689249	1	1	SP3	0	0	.	31.40955418994858	protein_coding		s1_11
rs1361754+rs1775154	ELK4	.	0.0	95.594	-0.3046051425018833	29.75948647052371	270	1	ID2	2	1.9205790454689249	0	0	.	0	0	.	31.37546037349076	protein_coding		.
rs1361754+rs1775154	NUCKS1	.	0.0	14.665	-0.9920433416207596	29.285642783860908	269	0		2	1.9205790454689249	0	0	.	0	0	.	30.21417848770907	protein_coding		.
rs1361754+rs1775154	PM20D1	exome	3.1575936163711007	4.719	-1.046259339447044	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	33.53005287343679	protein_coding		s01_1
rs1361754+rs1775154	RAB29	.	0.0	40.499	-0.7225148803667647	29.71182782843232	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.90989199353448	protein_coding		.
rs1361754+rs1775154	SLC26A9	.	0.0	103.078	-0.2735790396129052	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	31.145139556899828	protein_coding		.
rs1361754+rs1775154	SLC41A1	.	0.0	19.546	-0.9497500202433996	29.974085639177503	270	1	SYPL2:coloc	1	1.9205790454689249	0	0	.	0	0	.	30.94491466440303	protein_coding		.
rs1361754+rs1775154	SLC45A3	.	0.0	64.819	-0.4901995424350441	29.71182782843232	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.142207331466203	protein_coding		.
rs11079159	HLF	.	0.0	31.229	-0.8262276998310298	29.498139551043806	269	1	CREBBP	1	1.9205790454689249	0	0	.	0	0	.	30.592490896681703	protein_coding		s1_11
rs12579753	PPFIA2	.	0.0	66.247	-0.4790545110335761	29.498139551043806	269	0		2	1.9205790454689249	0	0	.	0	0	.	30.93966408547915	protein_coding		s1__1
rs4855537	EOGT	.	0.0	19.733	-0.9479783775315826	29.66289005671689	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.63549072465424	protein_coding		.
rs4855537	TAFA4	.	0.0	22.937	-0.916249096659964	29.974085639177503	270	2	NRXN3;PLXNA2	3	1.9205790454689249	0	0	.	0	0	.	30.97841558798646	protein_coding		.
rs4855537	TMF1	.	0.0	96.849	-0.2990919217027883	29.498139551043806	269	1	FER	3	1.9205790454689249	0	0	.	0	0	.	31.119626674809943	protein_coding		s0_11
rs4855537	UBA3	.	0.0	124.897	-0.2041671254585207	29.237043916674963	268	0		2	1.9205790454689249	0	0	.	0	0	.	30.953455836685364	protein_coding		.
rs1264353	DDR1	.	0.0	56.436	-0.561366242059069	28.867725144086336	265	2	CDH2;SLC6A4	5	1.9205790454689249	0	0	.	0	0	.	30.22693794749619	protein_coding		.
rs1264353	FLOT1	.	0.0	79.132	-0.3905392345482477	29.498139551043806	269	6	CAPZA2;CAV1:coloc;CAV3:omim;L1TD1;SLC6A4;SORBS1	11	1.9205790454689249	0	0	.	0	0	.	31.028179361964483	protein_coding		s0_11
rs1264353	GTF2H4	.	0.0	88.222	-0.339783319802198	28.5530631862776	263	0		2	1.9205790454689249	0	0	.	0	0	.	30.133858911944323	protein_coding		.
rs1264353	IER3	.	0.0	75.438	-0.4137952842222622	28.97312247027781	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.47990623152448	protein_coding		.
rs1264353	MDC1	.	0.0	102.704	-0.2750280889725108	28.51180457838805	270	7	ANAPC7;ANK2:omim;CAVIN2;CREBBP;SENP2:exome;TCF7L2;TFAP4	16	1.9205790454689249	0	0	.	0	0	.	30.157355534884463	protein_coding		.
rs1264353	MUCL3	.	0.0	114.538	-0.2337150603966323	28.97312247027781	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.659986455350108	protein_coding		.
rs1264353	SFTA2	.	0.0	112.124	-0.2414286322979985	28.97312247027781	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.65227288344873	protein_coding		.
rs1264353	TUBB	.	0.0	102.55	-0.2756277101543822	26.908806597904373	270	7	GJA1;ID2;L1TD1;MAP3K7;RELB;SENP2:exome;SORT1	26	1.9205790454689249	0	0	.	0	0	.	28.55375793321892	protein_coding		.
rs1264353	VARS2	.	0.0	94.22	-0.31079342967626	27.888570105838653	266	3	CAMK2D:coloc;PRKCA:coloc;RYR2:omim	12	1.9205790454689249	0	0	.	0	0	.	29.49835572163132	protein_coding		.
rs2419577	RBM20	.	0.0	87.526	-0.3433667687310627	29.498139551043806	269	1	RYR2:omim	1	1.9205790454689249	0	0	.	0	0	.	31.075351827781667	protein_coding		s1_11
rs41748	CAPZA2	.	0.0	4.551	-1.046723600609398	29.498139551043806	269	4	FLOT1;GJA1;PCDH7;SLC6A4	13	1.9205790454689249	0	0	.	0	0	.	30.371994995903336	protein_coding		s1_11
rs1321311+rs236349+rs9470361	C6orf89	.	0.0	19.081	-0.9541124344322416	29.182261717488245	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.148728328524925	protein_coding		.
rs1321311+rs236349+rs9470361	CDKN1A	.	0.0	20.858	-0.9371212274899748	26.83140384842528	265	2	CAMK2D:coloc;CREBBP	13	2.1476648388532524	4	4	CREBBP;SP3;TBX3;TFAP4	0	0	.	28.04194745978856	protein_coding		.
rs1321311+rs236349+rs9470361	CPNE5	.	0.0	95.408	-0.3054334510063233	28.970679402852824	263	0		1	1.9205790454689249	0	0	.	0	0	.	30.585824997315427	protein_coding		.
rs1321311+rs236349+rs9470361	MTCH1	.	0.0	119.235	-0.219638699219147	29.498139551043806	269	6	ANAPC7;ATP1B1;FGFR1;GNB4:coloc;SCN3B:omim;SLC6A4	11	1.9205790454689249	0	0	.	0	0	.	31.199079897293583	protein_coding		s1_11
rs1321311+rs236349+rs9470361	PI16	.	0.0	95.474	-0.3051392007557574	29.182261717488245	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.79770156220141	protein_coding		.
rs1321311+rs236349+rs9470361	PPIL1	.	0.0	5.846	-1.0427246145170923	28.970679402852824	263	0		1	1.9205790454689249	0	0	.	0	0	.	29.84853383380466	protein_coding		.
rs1321311+rs236349+rs9470361	RAB44	.	0.0	42.224	-0.7036960133719238	29.182261717488245	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.399144749585247	protein_coding		.
rs1321311+rs236349+rs9470361	SRSF3	.	0.0	60.77	-0.5233387953433092	27.084858700681195	266	3	DDX17:coloc;L1TD1;SLC6A4	17	1.9205790454689249	0	0	.	0	0	.	28.482098950806808	protein_coding		.
rs1171563	GPATCH4	.	0.0	114.742	-0.2330785889350337	27.886858476887312	266	0		4	1.9205790454689249	0	0	.	0	0	.	29.5743589334212	protein_coding		.
rs1171563	IQGAP3	.	0.0	85.828	-0.352311203683697	29.498139551043806	269	3	CALM1:omim;CALM2:omim;CALM3:omim	3	1.9205790454689249	0	0	.	0	0	.	31.066407392829035	protein_coding		s0_11
rs1171563	MEF2D	.	0.0	3.307	-1.0496479964259986	28.507668394472745	266	0		1	1.9205790454689249	0	0	.	0	0	.	29.378599443515668	protein_coding		.
rs1171563	NAXE	.	0.0	105.019	-0.2662191603030756	28.76643036542754	267	1	ABHD10	2	1.9205790454689249	0	0	.	0	0	.	30.420790250593384	protein_coding		.
rs1171563	RHBG	.	0.0	117.526	-0.2246232206272466	28.716964895069225	266	0		0	1.9205790454689249	0	0	.	0	0	.	30.4129207199109	protein_coding		.
rs1171563	TTC24	.	0.0	92.986	-0.316490443193356	28.716964895069225	266	0		0	1.9205790454689249	0	0	.	0	0	.	30.321053497344792	protein_coding		.
locus_CAV3	CAV3	omim	1.879575675234972	54.003	-0.5838713374030584	29.498139551043806	269	23	AMPD3;ANK2:omim;ATP1B1;CACNA1C:omim;CACNA2D1:omim;CALM1:omim;CALM2:omim;CALM3:omim;CAND2;CAV1:coloc;DYSF;FLOT1;HCN4:omim;KCNH2:exome,omim;KCNJ2:omim;NACA:exome;NDRG2;RYR2:omim;SLC8A1;SNTA1:omim;SOD2;SORBS1;TTN:exome	34	1.9205790454689249	0	0	.	0	0	.	32.71442293434465	omim		s1111
rs255292+rs4868243	BNIP1	.	0.0	9.421	-1.0268486812008313	28.97665049478533	267	1	SCN3B:omim	1	1.8324765764647728	0	0	.	0	0	.	29.782278390049274	protein_coding		.
rs255292+rs4868243	CREBRF	.	0.0	97.511	-0.2962360763717946	28.716964895069225	266	0		0	1.8324765764647728	0	0	.	0	0	.	30.253205395162205	protein_coding		.
rs255292+rs4868243	NKX2-5	.	0.0	19.091	-0.9540192762590514	29.498139551043806	269	3	HAND1;ID2;TBX5	3	1.9205790454689249	0	0	.	2	1	TBX5	30.46469932025368	protein_coding		s0_11
rs255292+rs4868243	STC2	.	0.0	112.299	-0.2408579667774222	28.507668394472745	266	0		1	1.8324765764647728	0	0	.	0	0	.	30.099287004160097	protein_coding		.
rs545833	DPT	.	0.0	25.234	-0.8921820774800834	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.526536519032646	protein_coding		s1__1
rs11848785+rs12880291+rs17767398	SIPA1L1	.	0.0	16.681	-0.9755681105600328	29.498139551043806	269	5	CBY1;FAM53C;MAPKAP1;SH3PXD2A;SLC6A4	7	1.9205790454689249	0	0	.	0	0	.	30.4431504859527	protein_coding		s1_11
rs200214	FARS2	.	0.0	217.749	-0.078003306310217	29.498139551043806	269	2	AGTRAP;HOMEZ	4	1.9205790454689249	0	0	.	0	0	.	31.34071529020252	protein_coding		s1_11
rs12364753	B3GAT3	.	0.0	53.628	-0.5874131841476928	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.78298083165855	protein_coding		.
rs12364753	BSCL2	.	0.0	19.923	-0.94616839382035	28.3989099016639	268	0		5	1.9205790454689249	0	0	.	0	0	.	29.373320553312475	protein_coding		.
rs12364753	C11orf98	.	0.0	10.433	-1.0211356903900437	29.23726470210116	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.13670805718004	protein_coding		.
rs12364753	CSKMT	.	0.0	10.305	-1.0218864965060943	29.23726470210116	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.135957251063985	protein_coding		.
rs12364753	EEF1G	.	0.0	101.723	-0.2788775044697213	27.585637788605027	276	8	ATP1B1;CACNA1C:omim;CAV3:omim;DYSF;GJA1;L1TD1;NACA:exome;RYR2:omim	23	1.9205790454689249	0	0	.	0	0	.	29.227339329604227	protein_coding		.
rs12364753	EML3	.	0.0	71.876	-0.4377925120163025	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.93260150378994	protein_coding		.
rs12364753	GANAB	.	0.0	29.012	-0.8509789878807371	28.96326804214664	271	3	PDE3A;PRKAG2:omim;TNS3	9	1.9205790454689249	0	0	.	0	0	.	30.032868099734827	protein_coding		.
rs12364753	GNG3	.	0.0	32.062	-0.8168703468695531	29.498139551043806	269	1	GNB4:coloc	2	1.9205790454689249	0	0	.	0	0	.	30.601848249643176	protein_coding		.
rs12364753	HNRNPUL2	.	0.0	37.016	-0.7611602513419755	27.986771073508294	268	0		7	1.9205790454689249	0	0	.	0	0	.	29.146189867635243	protein_coding		.
rs12364753	HNRNPUL2-BSCL2	.	0.0	14.661	-0.9920744832784528	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.378319532527783	protein_coding		.
rs12364753	INTS5	.	0.0	28.766	-0.8537059727674814	28.606731591965627	268	0		4	1.9205790454689249	0	0	.	0	0	.	29.673604664667067	protein_coding		.
rs12364753	LBHD1	.	0.0	12.797	-1.0058669457881326	29.23726470210116	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.15197680178195	protein_coding		.
rs12364753	LRRN4CL	.	0.0	10.792	-1.0189870991651195	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.35140691664112	protein_coding		.
rs12364753	MTA2	.	0.0	82.4	-0.3712744334132725	27.933653968500664	271	3	BCL11A;CAMK2D:coloc;TCF7L2	14	1.9205790454689249	0	0	.	0	0	.	29.48295858055632	protein_coding		.
rs12364753	POLR2G	.	0.0	85.951	-0.3516535175361731	28.3989099016639	268	0		4	1.9205790454689249	0	0	.	0	0	.	29.967835429596647	protein_coding		.
rs12364753	ROM1	.	0.0	63.892	-0.4975848417316014	29.449814970337314	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.87280917407464	protein_coding		.
