	locus_name	gene_name	gene_special	special_score	gene_locusdist_kbp	distance_score	ppi_score	edges_in_otheractive	ppi_deg_active_cnt	ppi_deg_active_names	ppi_deg	TF_score	TF_indeg	TF_in_active_cnt	TF_in_active_names	TF_outdeg	TF_out_active_cnt	TF_out_active_names	total_score	gene_type	snp_type	gene_pattern	exp_score	gene_mindist	gene_nonzero
25	rs11465506+rs422068	IL25	.	0.0	0.643	-1.0528159791999614	29.237485488817924	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.105248555086888	protein_coding		.	0.06605793050846741	mindist	.
26	rs11465506+rs422068	MYH6	.	0.0	10.66	-1.0197844129924716	29.074332527325907	269	1	SORT1	3	1.987182485793004	1	1	TBX5	0	0	.	30.04173060012644	protein_coding		.	0.06199254507307081	.	.
27	rs11465506+rs422068	MYH7	.	0.0	17.145	-0.9715672062850732	29.75948647052371	270	2	GJA1;TLE3	2	1.9205790454689249	0	0	.	0	0	.	30.708498309707565	protein_coding		.	0.1207571913725698	.	.
28	rs11465506+rs422068	NGDN	.	0.0	74.094	-0.4226639353857837	28.606297410709885	268	0		3	1.9205790454689249	0	0	.	0	0	.	30.104212520793027	protein_coding		.	0.06598952766704234	.	.
29	rs11465506+rs422068	PABPN1	.	0.0	51.995	-0.603061063798723	29.074332527325907	269	1	PAM	3	1.9205790454689249	0	0	.	0	0	.	30.391850508996107	protein_coding		.	0.0879821581765531	.	.
30	rs11465506+rs422068	PPP1R3E	.	0.0	77.8	-0.3987393689033084	29.025904042306166	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.547743718871786	protein_coding		.	0.10282487061410159	.	.
31	rs11465506+rs422068	SLC22A17	.	0.0	20.592	-0.939718173287772	29.02590404230611	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.006764914487263	protein_coding		.	0.05986239139460379	.	.
32	rs4430933+rs62144050	MEIS1	.	0.0	64.478	-0.4929024214696166	29.498139551043806	269	1	CREBBP	1	1.9205790454689249	0	0	.	0	0	.	30.92581617504312	protein_coding		s1_11	1.0	mindist	nonzero
33	rs3857067+rs7439869	HPGDS	.	0.0	90.208	-0.3298156113896285	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	31.088902985123102	protein_coding		s1__1	0.6616793436502788	.	nonzero
34	rs3857067+rs7439869	SMARCAD1	.	0.0	45.017	-0.673812510451989	29.17134951985605	271	2	ANAPC7;DDX17:coloc	7	1.9205790454689249	0	0	.	0	0	.	30.41811605487299	protein_coding		.	0.33832065634972125	mindist	.
35	rs6968945	TNS3	.	0.0	679.016	-0.008643975310721	29.498139551043806	269	0		3	1.9205790454689249	0	0	.	0	0	.	31.410074621202007	protein_coding		s1__1	1.0	mindist	nonzero
36	rs1439840	CNTNAP5	.	0.0	616.344	-0.0104712421039928	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.408247354408736	protein_coding		s1__1	1.0	mindist	nonzero
37	rs56233017	EPPK1	.	0.0	49.996	-0.6227031855938636	27.62796959552361	269	1	KCNJ2:omim	10	1.9205790454689249	0	0	.	0	0	.	28.925845455398672	protein_coding		.	0.02912458171291302	.	.
38	rs56233017	GRINA	.	0.0	82.736	-0.3693605875579036	29.498139551043806	269	1	KCNJ2:omim	1	1.9205790454689249	0	0	.	0	0	.	31.049358008954822	protein_coding		s0_11	0.24349468226834725	.	nonzero
39	rs56233017	NRBP2	.	0.0	73.737	-0.425057204348004	29.025904042306166	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.521425883427085	protein_coding		.	0.1436188589925466	.	.
40	rs56233017	PARP10	.	0.0	77.038	-0.4035237869265878	29.237485488817924	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.75454074736026	protein_coding		.	0.18132261390679671	.	.
41	rs56233017	PLEC	.	0.0	32.277	-0.8144521015955877	28.6879412583582	278	10	CAPZA2;CASQ2:omim;CAV3:omim;DDX17:coloc;FGFR1;L1TD1;PRKCA:coloc;RYR2:omim;SNTA1:omim;SOCS6	24	1.9205790454689249	0	0	.	0	0	.	29.79406820223153	protein_coding		.	0.06939433922530167	mindist	.
42	rs56233017	PUF60	.	0.0	78.005	-0.3974638903281379	27.829052333585626	273	5	AKAP9:omim;PAM;SLC6A4;TTN:exome;VPS29:coloc	17	1.9205790454689249	0	0	.	0	0	.	29.35216748872641	protein_coding		.	0.04460761495361443	.	.
43	rs56233017	SCRIB	.	0.0	91.941	-0.3214205032650385	28.74369331049021	275	7	ARHGEF16;KCNJ2:omim;LRIG1;PAM;PRKCA:coloc;SLC4A4;SNTA1:omim	17	1.9205790454689249	0	0	.	0	0	.	30.342851852694103	protein_coding		.	0.12013173679881559	.	.
44	rs56233017	SPATC1	.	0.0	104.96	-0.266438973334281	29.025904042306166	268	0		1	1.9205790454689249	0	0	.	0	0	.	30.68004411444081	protein_coding		.	0.16830557214166472	.	.
45	rs11083258	CDH2	.	0.0	195.923	-0.0945769732391584	29.498139551043806	269	5	CDH11:coloc;CREBBP;FGFR1;GJA1;SLC6A4	9	1.9205790454689249	1	1	SP3	0	0	.	31.324141623273576	protein_coding		s1_11	1.0	mindist	nonzero
46	rs12764182	LRMDA	.	0.0	699.864	-0.0081409335106343	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.41057766300209	protein_coding		s1__1	1.0	mindist	nonzero
47	rs1047640+rs938291	SP3	.	0.0	37.237	-0.7586881358763319	29.498139551043806	269	2	CREBBP;TFAP4	3	1.9205790454689249	0	0	.	6	3	BPI;CDH2;IGFBP3	30.6600304606364	protein_coding		s1_11	1.0	mindist	nonzero
48	rs55910611+rs907683	ASIC4	.	0.0	79.351	-0.3892106374893461	28.911860456233622	270	1	PMP22	5	1.9205790454689249	0	0	.	0	0	.	30.443228864213204	protein_coding		.	0.0058960986117856514	.	.
49	rs55910611+rs907683	CHPF	.	0.0	96.736	-0.2995829825604122	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.11913561395232	protein_coding		.	0.011590637146883576	.	.
50	rs55910611+rs907683	DES	.	0.0	16.442	-0.977599601835558	29.008636672802368	272	3	DYSF;LMO4;NRAP:exome	9	1.9205790454689249	0	0	.	0	0	.	29.951616116435737	protein_coding		.	0.003606284911902085	.	.
51	rs55910611+rs907683	DNPEP	.	0.0	47.023	-0.6528639141952576	29.54563532382249	270	1	TNS3	2	1.9205790454689249	0	0	.	0	0	.	30.813350455096163	protein_coding		.	0.008537024012933455	.	.
52	rs55910611+rs907683	GMPPA	.	0.0	64.046	-0.4963496961504353	29.28542228223344	269	0		1	1.9205790454689249	0	0	.	0	0	.	30.709651631551928	protein_coding		.	0.007696099540119626	.	.
53	rs55910611+rs907683	INHA	.	0.0	66.528	-0.4768942557069021	29.75926378347416	270	1	ACVR2A	1	1.9205790454689249	0	0	.	0	0	.	31.202948573236178	protein_coding		.	0.01260395418550383	.	.
54	rs55910611+rs907683	OBSL1	.	0.0	64.151	-0.4955094380802733	25.587852415218865	275	6	CAPZA2;CASQ2:omim;DDX17:coloc;FLOT1;SPATS2L:coloc;TTN:exome	24	1.9205790454689249	0	0	.	0	0	.	27.012922022607512	protein_coding		.	0.0001908980120909558	.	.
55	rs55910611+rs907683	RESP18	.	0.0	107.412	-0.2575037863073607	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.16121481020537	protein_coding		.	0.012088768832974262	.	.
56	rs55910611+rs907683	SLC4A3	exome,omim	5.037169291606072	8.296	-1.0325850661010896	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	35.42330282201772	protein_coding		s01_1	0.8577947379878645	.	nonzero
57	rs55910611+rs907683	SPEG	coloc	1.7308710995530423	0.024	-1.0529407036001472	30.02107352003705	271	2	CACNA1C:omim;RYR2:omim	2	1.9205790454689249	0	0	.	0	0	.	32.61958296145887	protein_coding		.	0.05196887476676259	mindist	.
58	rs55910611+rs907683	SPEGNB	.	0.0	61.312	-0.5187696513962582	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.89994894511647	protein_coding		.	0.00930927263404248	.	.
59	rs55910611+rs907683	STK11IP	.	0.0	37.833	-0.7520325329879628	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.66668606352477	protein_coding		.	0.007372435251690418	.	.
60	rs55910611+rs907683	TMEM198	.	0.0	92.027	-0.3210110651820264	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.097707531330705	protein_coding		.	0.011344914105446458	.	.
61	locus_ANK2	ANK2	omim	1.879575675234972	283.094	-0.0477079807709454	29.498139551043806	269	5	CAV3:omim;KCNQ1:exome,omim;OBSCN;PAM;SLC8A1	7	1.9205790454689249	0	0	.	0	0	.	33.25058629097676	omim		s1111	1.0	mindist	nonzero
62	rs6683273	ARHGEF16	.	0.0	112.046	-0.2416835744468451	29.498139551043806	269	0		2	1.9205790454689249	0	0	.	0	0	.	31.177035022065887	protein_coding		s1__1	1.0	mindist	nonzero
63	rs3736352	TINAG	.	0.0	53.27	-0.5908125114219271	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.8279060850908	protein_coding		s1__1	1.0	mindist	nonzero
64	rs2283847	MN1	.	0.0	37.134	-0.7598400324431628	29.498139551043806	269	1	ANAPC7	1	1.9205790454689249	0	0	.	0	0	.	30.658878564069568	protein_coding		s1_11	1.0	mindist	nonzero
65	rs116202356	ACAA1	.	0.0	60.798	-0.5231017374031575	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	30.895616859109573	protein_coding		.	0.15989602510303566	.	.
66	rs116202356	DLEC1	.	0.0	23.08	-0.9147790464890077	29.71182782843232	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.71762782741224	protein_coding		.	0.13382523458358317	mindist	.
67	rs116202356	MYD88	.	0.0	76.193	-0.4089100396248885	29.54607822333793	270	1	MAP3K7	3	1.9205790454689249	0	0	.	0	0	.	31.057747229181963	protein_coding		.	0.18803989184030853	.	.
68	rs116202356	OXSR1	.	0.0	102.804	-0.2746396490270406	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	31.14407894748569	protein_coding		s1__1	0.20499505343550112	.	nonzero
69	rs116202356	PLCD1	.	0.0	53.95	-0.5843707420256701	29.333855910994032	270	1	CALM1:omim	4	1.9205790454689249	0	0	.	0	0	.	30.67006421443729	protein_coding		.	0.12760902742027314	.	.
70	rs116202356	VILL	.	0.0	74.226	-0.4217830422524276	29.54607822333793	270	1	LITAF:coloc	3	1.9205790454689249	0	0	.	0	0	.	31.044874226554427	protein_coding		.	0.1856347676172984	.	.
71	rs11081761	GAREM1	.	0.0	136.264	-0.1773557935647611	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	31.241362802947968	protein_coding		s1__1	1.0	mindist	nonzero
72	rs3105593	TRPM7	.	0.0	22.187	-0.923890070262784	28.960223000775045	271	2	DDX17:coloc;TTN:exome	7	1.9205790454689249	0	0	.	0	0	.	29.956911975981185	protein_coding		.	0.29026527818955183	mindist	.
73	rs3105593	USP50	.	0.0	55.741	-0.5677106087939222	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.85100798771881	protein_coding		s1__1	0.7097347218104482	.	nonzero
74	rs4608502	COL4A3	.	0.0	104.815	-0.2669802189582742	29.07389398948945	269	0		2	1.9205790454689249	0	0	.	0	0	.	30.7274928160001	protein_coding		.	0.1764770801461999	.	.
75	rs4608502	COL4A4	.	0.0	105.234	-0.2654201863605943	29.07389398948945	269	0		2	1.9205790454689249	0	0	.	0	0	.	30.72905284859778	protein_coding		.	0.17675260500197093	.	.
76	rs4608502	MFF	.	0.0	55.712	-0.5679768092739977	28.70295587172228	270	1	MTCH1	6	1.9205790454689249	0	0	.	0	0	.	30.055558107917207	protein_coding		.	0.09013029109885677	mindist	.
77	rs4608502	SCYGR1	.	0.0	118.244	-0.2225104656592032	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.196208130853528	protein_coding		s1__1	0.2819997897205273	.	nonzero
78	rs4608502	TM4SF20	.	0.0	109.867	-0.2489547896334702	29.498139551043806	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.16976380687926	protein_coding		.	0.27464023403244514	.	.
79	rs7784776	IGFBP3	.	0.0	659.275	-0.0091644065641495	29.498139551043806	269	2	CAV1:coloc;PRKCA:coloc	2	1.9205790454689249	1	1	SP3	0	0	.	31.40955418994858	protein_coding		s1_11	1.0	mindist	nonzero
80	rs1361754+rs1775154	ELK4	.	0.0	95.594	-0.3046051425018833	29.75948647052371	270	1	ID2	2	1.9205790454689249	0	0	.	0	0	.	31.37546037349076	protein_coding		.	0.07811508976430781	.	.
81	rs1361754+rs1775154	NUCKS1	.	0.0	14.665	-0.9920433416207596	29.285642783860908	269	0		2	1.9205790454689249	0	0	.	0	0	.	30.21417848770907	protein_coding		.	0.02445663045013528	.	.
82	rs1361754+rs1775154	PM20D1	exome	3.1575936163711007	4.719	-1.046259339447044	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	33.53005287343679	protein_coding		s01_1	0.6736938295916649	mindist	nonzero
83	rs1361754+rs1775154	RAB29	.	0.0	40.499	-0.7225148803667647	29.71182782843232	269	0		0	1.9205790454689249	0	0	.	0	0	.	30.90989199353448	protein_coding		.	0.04903894944739989	.	.
84	rs1361754+rs1775154	SLC26A9	.	0.0	103.078	-0.2735790396129052	29.498139551043806	269	0		1	1.9205790454689249	0	0	.	0	0	.	31.145139556899828	protein_coding		.	0.06204515537178946	.	.
85	rs1361754+rs1775154	SLC41A1	.	0.0	19.546	-0.9497500202433996	29.974085639177503	270	1	SYPL2:coloc	1	1.9205790454689249	0	0	.	0	0	.	30.94491466440303	protein_coding		.	0.05078685391559358	.	.
86	rs1361754+rs1775154	SLC45A3	.	0.0	64.819	-0.4901995424350441	29.71182782843232	269	0		0	1.9205790454689249	0	0	.	0	0	.	31.142207331466203	protein_coding		.	0.061863491459109	.	.
87	rs11079159	HLF	.	0.0	31.229	-0.8262276998310298	29.498139551043806	269	1	CREBBP	1	1.9205790454689249	0	0	.	0	0	.	30.592490896681703	protein_coding		s1_11	1.0	mindist	nonzero
88	rs12579753	PPFIA2	.	0.0	66.247	-0.4790545110335761	29.498139551043806	269	0		2	1.9205790454689249	0	0	.	0	0	.	30.93966408547915	protein_coding		s1__1	1.0	mindist	nonzero
89	rs4855537	EOGT	.	0.0	19.733	-0.9479783775315826	29.66289005671689	268	0		0	1.9205790454689249	0	0	.	0	0	.	30.63549072465424	protein_coding		.	0.1849740597216204	mindist	.
90	rs4855537	TAFA4	.	0.0	22.937	-0.916249096659964	29.974085639177503	270	2	NRXN3;PLXNA2	3	1.9205790454689249	0	0	.	0	0	.	30.97841558798646	protein_coding		.	0.26064008236340425	.	.
91	rs4855537	TMF1	.	0.0	96.849	-0.2990919217027883	29.498139551043806	269	1	FER	3	1.9205790454689249	0	0	.	0	0	.	31.119626674809943	protein_coding		s0_11	0.30017077049346197	.	nonzero
92	rs4855537	UBA3	.	0.0	124.897	-0.2041671254585207	29.237043916674963	268	0		2	1.9205790454689249	0	0	.	0	0	.	30.953455836685364	protein_coding		.	0.2542150874215134	.	.
93	rs1264353	DDR1	.	0.0	56.436	-0.561366242059069	28.867725144086336	265	2	CDH2;SLC6A4	5	1.9205790454689249	0	0	.	0	0	.	30.22693794749619	protein_coding		.	0.0989868833626296	mindist	.
94	rs1264353	FLOT1	.	0.0	79.132	-0.3905392345482477	29.498139551043806	269	6	CAPZA2;CAV1:coloc;CAV3:omim;L1TD1;SLC6A4;SORBS1	11	1.9205790454689249	0	0	.	0	0	.	31.028179361964483	protein_coding		s0_11	0.22057301294371068	.	nonzero
95	rs1264353	GTF2H4	.	0.0	88.222	-0.339783319802198	28.5530631862776	263	0		2	1.9205790454689249	0	0	.	0	0	.	30.133858911944323	protein_coding		.	0.090189076309486	.	.
96	rs1264353	IER3	.	0.0	75.438	-0.4137952842222622	28.97312247027781	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.47990623152448	protein_coding		.	0.12747950850810885	.	.
97	rs1264353	MDC1	.	0.0	102.704	-0.2750280889725108	28.51180457838805	270	7	ANAPC7;ANK2:omim;CAVIN2;CREBBP;SENP2:exome;TCF7L2;TFAP4	16	1.9205790454689249	0	0	.	0	0	.	30.157355534884463	protein_coding		.	0.09233330747440074	.	.
98	rs1264353	MUCL3	.	0.0	114.538	-0.2337150603966323	28.97312247027781	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.659986455350108	protein_coding		.	0.15263292533418024	.	.
99	rs1264353	SFTA2	.	0.0	112.124	-0.2414286322979985	28.97312247027781	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.65227288344873	protein_coding		.	0.15146010940522267	.	.
100	rs1264353	TUBB	.	0.0	102.55	-0.2756277101543822	26.908806597904373	270	7	GJA1;ID2;L1TD1;MAP3K7;RELB;SENP2:exome;SORT1	26	1.9205790454689249	0	0	.	0	0	.	28.55375793321892	protein_coding		.	0.018574828092684577	.	.
101	rs1264353	VARS2	.	0.0	94.22	-0.31079342967626	27.888570105838653	266	3	CAMK2D:coloc;PRKCA:coloc;RYR2:omim	12	1.9205790454689249	0	0	.	0	0	.	29.49835572163132	protein_coding		.	0.04777034856957657	.	.
102	rs2419577	RBM20	.	0.0	87.526	-0.3433667687310627	29.498139551043806	269	1	RYR2:omim	1	1.9205790454689249	0	0	.	0	0	.	31.075351827781667	protein_coding		s1_11	1.0	mindist	nonzero
103	rs41748	CAPZA2	.	0.0	4.551	-1.046723600609398	29.498139551043806	269	4	FLOT1;GJA1;PCDH7;SLC6A4	13	1.9205790454689249	0	0	.	0	0	.	30.371994995903336	protein_coding		s1_11	1.0	mindist	nonzero
104	rs1321311+rs236349+rs9470361	C6orf89	.	0.0	19.081	-0.9541124344322416	29.182261717488245	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.148728328524925	protein_coding		.	0.10356059329953954	.	.
105	rs1321311+rs236349+rs9470361	CDKN1A	.	0.0	20.858	-0.9371212274899748	26.83140384842528	265	2	CAMK2D:coloc;CREBBP	13	2.1476648388532524	4	4	CREBBP;SP3;TBX3;TFAP4	0	0	.	28.04194745978856	protein_coding		.	0.012595958583579935	.	.
106	rs1321311+rs236349+rs9470361	CPNE5	.	0.0	95.408	-0.3054334510063233	28.970679402852824	263	0		1	1.9205790454689249	0	0	.	0	0	.	30.585824997315427	protein_coding		.	0.16033310425905783	.	.
107	rs1321311+rs236349+rs9470361	MTCH1	.	0.0	119.235	-0.219638699219147	29.498139551043806	269	6	ANAPC7;ATP1B1;FGFR1;GNB4:coloc;SCN3B:omim;SLC6A4	11	1.9205790454689249	0	0	.	0	0	.	31.199079897293583	protein_coding		s1_11	0.29604410679833865	.	nonzero
108	rs1321311+rs236349+rs9470361	PI16	.	0.0	95.474	-0.3051392007557574	29.182261717488245	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.79770156220141	protein_coding		.	0.19817096497249834	.	.
109	rs1321311+rs236349+rs9470361	PPIL1	.	0.0	5.846	-1.0427246145170923	28.970679402852824	263	0		1	1.9205790454689249	0	0	.	0	0	.	29.84853383380466	protein_coding		.	0.0767046543597217	mindist	.
110	rs1321311+rs236349+rs9470361	RAB44	.	0.0	42.224	-0.7036960133719238	29.182261717488245	263	0		0	1.9205790454689249	0	0	.	0	0	.	30.399144749585247	protein_coding		.	0.13302981884957402	.	.
111	rs1321311+rs236349+rs9470361	SRSF3	.	0.0	60.77	-0.5233387953433092	27.084858700681195	266	3	DDX17:coloc;L1TD1;SLC6A4	17	1.9205790454689249	0	0	.	0	0	.	28.482098950806808	protein_coding		.	0.019560798877689904	.	.
112	rs1171563	GPATCH4	.	0.0	114.742	-0.2330785889350337	27.886858476887312	266	0		4	1.9205790454689249	0	0	.	0	0	.	29.5743589334212	protein_coding		.	0.07678858949230322	.	.
113	rs1171563	IQGAP3	.	0.0	85.828	-0.352311203683697	29.498139551043806	269	3	CALM1:omim;CALM2:omim;CALM3:omim	3	1.9205790454689249	0	0	.	0	0	.	31.066407392829035	protein_coding		s0_11	0.341416969314023	.	nonzero
114	rs1171563	MEF2D	.	0.0	3.307	-1.0496479964259986	28.507668394472745	266	0		1	1.9205790454689249	0	0	.	0	0	.	29.378599443515668	protein_coding		.	0.06313634314829132	mindist	.
115	rs1171563	NAXE	.	0.0	105.019	-0.2662191603030756	28.76643036542754	267	1	ABHD10	2	1.9205790454689249	0	0	.	0	0	.	30.420790250593384	protein_coding		.	0.17901818126016633	.	.
116	rs1171563	RHBG	.	0.0	117.526	-0.2246232206272466	28.716964895069225	266	0		0	1.9205790454689249	0	0	.	0	0	.	30.4129207199109	protein_coding		.	0.17761492093204906	.	.
117	rs1171563	TTC24	.	0.0	92.986	-0.316490443193356	28.716964895069225	266	0		0	1.9205790454689249	0	0	.	0	0	.	30.321053497344792	protein_coding		.	0.16202499585316696	.	.
118	locus_CAV3	CAV3	omim	1.879575675234972	54.003	-0.5838713374030584	29.498139551043806	269	23	AMPD3;ANK2:omim;ATP1B1;CACNA1C:omim;CACNA2D1:omim;CALM1:omim;CALM2:omim;CALM3:omim;CAND2;CAV1:coloc;DYSF;FLOT1;HCN4:omim;KCNH2:exome,omim;KCNJ2:omim;NACA:exome;NDRG2;RYR2:omim;SLC8A1;SNTA1:omim;SOD2;SORBS1;TTN:exome	34	1.9205790454689249	0	0	.	0	0	.	32.71442293434465	omim		s1111	1.0	mindist	nonzero
119	rs255292+rs4868243	BNIP1	.	0.0	9.421	-1.0268486812008313	28.97665049478533	267	1	SCN3B:omim	1	1.8324765764647728	0	0	.	0	0	.	29.782278390049274	protein_coding		.	0.1679781667203227	mindist	.
120	rs255292+rs4868243	CREBRF	.	0.0	97.511	-0.2962360763717946	28.716964895069225	266	0		0	1.8324765764647728	0	0	.	0	0	.	30.253205395162205	protein_coding		.	0.2690133525420125	.	.
