locus_name	gene_name	gene_special	special_score	gene_locusdist_kbp	distance_score	ppi_score	edges_in_otheractive	ppi_deg_active_cnt	ppi_deg_active_names	ppi_deg	TF_score	TF_indeg	TF_in_active_cnt	TF_in_active_names	TF_outdeg	TF_out_active_cnt	TF_out_active_names	total_score	gene_type	snp_type	gene_pattern
rs3189030	CASP7	.	0.0	44.992	-0.571878036185984	28.60731028540107	277	0		8	1.9205790454689249	0	0	.	0	0	.	29.95601129468401	protein_coding		.
rs3189030	HABP2	.	0.0	81.117	-0.3178363965733247	29.86983007658557	277	0		2	1.9205790454689249	0	0	.	0	0	.	31.47257272548117	protein_coding		.
rs3189030	NRAP	exome	3.1575936163711007	29.876	-0.7169532639376345	30.34172682708811	278	1	TRDN:omim	3	1.9205790454689249	0	0	.	0	0	.	34.702946224990505	protein_coding		s0111
rs3189030	PLEKHS1	.	0.0	117.092	-0.1882588642991221	30.51697794233189	277	0		0	1.9205790454689249	0	0	.	0	0	.	32.249298123501696	protein_coding		.
rs17446418	CAMK2D	coloc	1.8914897580833268	264.334	-0.0448522038970462	30.34172682708811	278	4	CALM1:omim;CALM2:omim;CALM3:omim;RYR2:omim	9	1.9205790454689249	0	0	.	0	0	.	34.10894342674332	protein_coding		s1111
rs2744375+rs7771320	CAGE1	.	0.0	113.126	-0.1986073831158743	30.34172682708811	278	1	MPPED2	1	1.9205790454689249	0	0	.	0	0	.	32.06369848944116	protein_coding		s1_11
rs2744375+rs7771320	DSP	.	0.0	12.989	-0.858667522500048	27.7157054692994	280	3	L1TD1;PRKCA:coloc;RELB	17	1.9205790454689249	0	0	.	0	0	.	28.77761699226827	protein_coding		.
rs2744375+rs7771320	RIOK1	.	0.0	112.708	-0.1997427859615974	28.484783214877496	279	2	DDX17:coloc;EIF2S2	12	1.9205790454689249	0	0	.	0	0	.	30.205619474384825	protein_coding		.
rs2744375+rs7771320	SNRNP48	.	0.0	35.592	-0.6611946173885741	30.084799064296163	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.34418349237652	protein_coding		.
rs246196+rs4784934	CNOT1	.	0.0	89.477	-0.2792948247489795	28.60731028540107	277	1	CAPZA2	9	1.9205790454689249	0	0	.	0	0	.	30.248594506121016	protein_coding		.
rs246196+rs4784934	NDRG4	coloc	1.8914897580833268	36.824	-0.6492019225992428	30.34172682708811	278	2	AGTRAP;NDRG2	3	1.9205790454689249	0	0	.	0	0	.	33.50459370804112	protein_coding		s0111
rs246196+rs4784934	SETD6	.	0.0	24.87	-0.7644554955084084	30.30007210246731	277	1	PPFIA2	1	1.9205790454689249	0	0	.	0	0	.	31.45619565242783	protein_coding		.
rs7562790	CRIM1	.	0.0	90.634	-0.2744370859333662	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	31.987868786623665	protein_coding		s0__1
rs7562790	FEZ2	.	0.0	105.856	-0.2196730933520063	30.125656528520068	278	0		1	1.9205790454689249	0	0	.	0	0	.	31.826562480636987	protein_coding		.
rs1805123+rs2072413+rs3807375	ABCB8	.	0.0	58.3	-0.4601492303980758	28.24064331755514	269	1	SCN3B:omim	1	1.9205790454689249	0	0	.	0	0	.	29.701073132625982	protein_coding		.
rs1805123+rs2072413+rs3807375	AGAP3	.	0.0	115.709	-0.1917822466147868	28.24064331755514	269	1	SLC6A4	1	1.9205790454689249	0	0	.	0	0	.	29.96944011640928	protein_coding		.
rs1805123+rs2072413+rs3807375	AOC1	.	0.0	123.819	-0.1723277838958407	27.986771073508294	268	0		0	1.9205790454689249	0	0	.	0	0	.	29.73502233508137	protein_coding		.
rs1805123+rs2072413+rs3807375	ASIC3	.	0.0	78.17	-0.3329822840789075	27.986771073508294	268	0		0	1.9205790454689249	0	0	.	0	0	.	29.57436783489831	protein_coding		.
rs1805123+rs2072413+rs3807375	ATG9B	.	0.0	42.663	-0.5934126056750042	27.986771073508294	268	0		0	1.9205790454689249	0	0	.	0	0	.	29.31393751330221	protein_coding		.
rs1805123+rs2072413+rs3807375	CDK5	.	0.0	83.693	-0.3052867230125066	27.372845187101547	268	0		3	1.9205790454689249	0	0	.	0	0	.	28.98813750955797	protein_coding		.
rs1805123+rs2072413+rs3807375	FASTK	.	0.0	110.672	-0.205400776236462	27.78095858570052	268	0		1	1.9205790454689249	0	0	.	0	0	.	29.496136854932978	protein_coding		.
rs1805123+rs2072413+rs3807375	KCNH2	exome,omim	5.037169291606072	4.923	-0.8943997313669027	30.34172682708811	278	10	ALG10B;ATP1B1;CACNB2:omim;CAV1:coloc;CAV3:omim;KCND3:omim;KCNE1:omim;RFFL:coloc;RNF207:exome;TTN:exome	10	1.9205790454689249	0	0	.	0	0	.	36.4050754327962	protein_coding		s0111
rs1805123+rs2072413+rs3807375	NOS3	.	0.0	20.895	-0.7998154126153704	28.270352633466217	274	6	ATP1B1;CALM1:omim;CALM2:omim;CALM3:omim;CAV1:coloc;CAV3:omim	12	1.987182485793004	1	1	SP3	0	0	.	29.45771970664385	protein_coding		.
rs1805123+rs2072413+rs3807375	SLC4A2	.	0.0	87.088	-0.2896774471990436	27.986771073508294	268	0		0	1.9205790454689249	0	0	.	0	0	.	29.617672671778173	protein_coding		.
rs1805123+rs2072413+rs3807375	TMUB1	.	0.0	112.969	-0.1990328085482258	27.986771073508294	268	0		0	1.9205790454689249	0	0	.	0	0	.	29.708317310428995	protein_coding		.
rs1397988	PIK3C3	.	0.0	67.568	-0.3950849968961198	30.34172682708811	278	2	CALM1:omim;GJA1	3	1.9205790454689249	0	0	.	0	0	.	31.867220875660912	protein_coding		s1_11
rs2134953	CSMD1	.	0.0	775.946	-0.005460567357848	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	32.256845305199185	protein_coding		s1__1
rs12364753	B3GAT3	.	0.0	53.628	-0.4969810560617647	30.30051581626157	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.72411380566873	protein_coding		.
rs12364753	BSCL2	.	0.0	19.923	-0.8079898884805393	29.232670302508183	277	0		5	1.9205790454689249	0	0	.	0	0	.	30.345259459496567	protein_coding		.
rs12364753	C11orf98	.	0.0	10.433	-0.8730993445687961	30.0845784263272	277	0		1	1.9205790454689249	0	0	.	0	0	.	31.132058127227324	protein_coding		.
rs12364753	CSKMT	.	0.0	10.305	-0.873751193167235	30.08457842632725	277	0		1	1.9205790454689249	0	0	.	0	0	.	31.131406278628944	protein_coding		.
rs12364753	EEF1G	.	0.0	101.723	-0.2329995603030052	28.345525336724165	285	8	ATP1B1;CACNA1C:omim;CAV3:omim;DYSF;GJA1;L1TD1;NACA:exome;RYR2:omim	23	1.9205790454689249	0	0	.	0	0	.	30.033104821890085	protein_coding		.
rs12364753	EML3	.	0.0	71.876	-0.3683448561623959	30.30051581626157	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.852750005568097	protein_coding		.
rs12364753	GANAB	.	0.0	29.012	-0.7253010459772898	29.782817717518583	280	3	PDE3A;PRKAG2:omim;TNS3	9	1.9205790454689249	0	0	.	0	0	.	30.97809571701022	protein_coding		.
rs12364753	GNG3	.	0.0	32.062	-0.6956831936538559	30.34172682708811	278	1	GNB4:coloc	2	1.9205790454689249	0	0	.	0	0	.	31.56662267890318	protein_coding		.
rs12364753	HNRNPUL2	.	0.0	37.016	-0.6473375072972999	28.81375307689112	277	0		7	1.9205790454689249	0	0	.	0	0	.	30.086994615062743	protein_coding		.
rs12364753	HNRNPUL2-BSCL2	.	0.0	14.661	-0.8478642401821679	30.30051581626157	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.373230621548323	protein_coding		.
rs12364753	INTS5	.	0.0	28.766	-0.7276694202324392	29.44388088100507	277	0		4	1.9205790454689249	0	0	.	0	0	.	30.63679050624156	protein_coding		.
rs12364753	LBHD1	.	0.0	12.797	-0.859841796792963	30.08457842632725	277	0		1	1.9205790454689249	0	0	.	0	0	.	31.14531567500321	protein_coding		.
rs12364753	LRRN4CL	.	0.0	10.792	-0.8712339080278442	30.30051581626157	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.349860953702645	protein_coding		.
rs12364753	MTA2	.	0.0	82.4	-0.3115075483108633	28.73676249956572	280	3	BCL11A;CAMK2D:coloc;TCF7L2	14	1.9205790454689249	0	0	.	0	0	.	30.345833996723776	protein_coding		.
rs12364753	POLR2G	.	0.0	85.951	-0.2947907792575828	29.232670302508183	277	0		4	1.9205790454689249	0	0	.	0	0	.	30.858458568719527	protein_coding		.
rs12364753	ROM1	.	0.0	63.892	-0.4196322551223477	30.30051581626157	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.80146260660814	protein_coding		.
rs12364753	TAF6L	.	0.0	95.743	-0.25424290670294	30.34172682708811	278	1	CREBBP	2	1.9205790454689249	0	0	.	0	0	.	32.008062965854094	protein_coding		s0_11
rs12364753	TMEM179B	.	0.0	111.788	-0.2022729560487958	29.232670302508183	277	0		5	1.9205790454689249	0	0	.	0	0	.	30.950976391928315	protein_coding		.
rs12364753	TMEM223	.	0.0	116.129	-0.190702789916097	30.126097175800112	278	1	TRDN:omim	3	1.9205790454689249	0	0	.	0	0	.	31.855973431352936	protein_coding		.
rs12364753	TTC9C	.	0.0	52.455	-0.506649750217781	29.86983007658557	277	0		2	1.9205790454689249	0	0	.	0	0	.	31.28375937183672	protein_coding		.
rs12364753	TUT1	.	0.0	100.569	-0.2369116198811778	30.08457842632725	277	0		1	1.9205790454689249	0	0	.	0	0	.	31.768245851915005	protein_coding		.
rs12364753	UBXN1	.	0.0	3.441	-0.8976136081144584	29.232670302508183	277	0		5	1.9205790454689249	0	0	.	0	0	.	30.255635739862647	protein_coding		.
rs12364753	UQCC3	.	0.0	5.341	-0.8932930402622056	30.30051581626157	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.327801821468285	protein_coding		.
rs12364753	ZBTB3	.	0.0	76.485	-0.3420366546454855	30.30051581626157	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.879058207085	protein_coding		.
rs11264339	ADAM15	.	0.0	117.606	-0.1869719178300115	30.896979966637247	281	3	SGIP1;SH3PXD2A;SORBS1	4	1.9205790454689249	0	0	.	0	0	.	32.63058709427616	protein_coding		.
rs11264339	CLK2	.	0.0	105.115	-0.2219861726214967	29.1052148685867	279	1	MKLN1	8	1.9205790454689249	0	0	.	0	0	.	30.803807741434127	protein_coding		.
rs11264339	DPM3	.	0.0	27.765	-0.7372609655615984	30.59907428911427	279	1	TM9SF2	1	1.9205790454689249	0	0	.	0	0	.	31.7823923690216	protein_coding		.
rs11264339	EFNA1	coloc	1.8914897580833268	40.296	-0.6157637347828157	30.38212695675492	279	1	GAREM1	2	1.9205790454689249	0	0	.	0	0	.	33.57843202552435	protein_coding		.
rs11264339	EFNA3	.	0.0	89.335	-0.2798985767665115	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	31.982407295790523	protein_coding		.
rs11264339	EFNA4	.	0.0	104.435	-0.2241375656044877	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	32.03816830695255	protein_coding		.
rs11264339	FAM189B	.	0.0	86.788	-0.2910156544122839	29.951790529907868	279	1	SNTA1:omim	4	1.9205790454689249	0	0	.	0	0	.	31.58135392096451	protein_coding		.
rs11264339	GBA	.	0.0	73.077	-0.3612662859635421	30.125656528520068	278	0		1	1.9205790454689249	0	0	.	0	0	.	31.68496928802545	protein_coding		.
rs11264339	GBAP1	coloc	1.8914897580833268	50.752	-0.520980455939564	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	33.632815174700795	transcribed_unprocessed_pseudogene		s01_1
rs11264339	HCN3	.	0.0	109.291	-0.2093624861607557	30.382126956754973	279	1	HCN4:omim	2	1.9205790454689249	0	0	.	0	0	.	32.09334351606314	protein_coding		.
rs11264339	KRTCAP2	.	0.0	4.605	-0.8951830539422032	30.125656528520068	278	0		1	1.9205790454689249	0	0	.	0	0	.	31.15105252004679	protein_coding		.
rs11264339	MTX1	.	0.0	40.523	-0.613602238593016	30.16636733234114	279	1	ADCK1	3	1.9205790454689249	0	0	.	0	0	.	31.473344139217048	protein_coding		.
rs11264339	MUC1	.	0.0	24.743	-0.7656253455945031	29.063032758129253	278	0		5	1.9205790454689249	0	0	.	0	0	.	30.217986458003672	protein_coding		.
rs11264339	PKLR	.	0.0	121.121	-0.1784860251606193	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	32.08381984739641	protein_coding		.
rs11264339	SCAMP3	.	0.0	90.743	-0.2739850420768341	29.73839169357774	279	1	SOCS6	5	1.9205790454689249	0	0	.	0	0	.	31.384985696969828	protein_coding		.
rs11264339	SLC50A1	.	0.0	32.828	-0.688200221832956	29.910774579561064	278	0		2	1.9205790454689249	0	0	.	0	0	.	31.14315340319704	protein_coding		.
rs11264339	THBS3	coloc	1.8914897580833268	28.27	-0.7324317388969773	30.38212695675492	279	1	MAP3K7	2	1.9205790454689249	0	0	.	0	0	.	33.46176402141019	protein_coding		.
rs11264339	TRIM46	.	0.0	5.615	-0.8925204261771955	30.59907428911427	279	1	SLC6A4	1	1.9205790454689249	0	0	.	0	0	.	31.627132908406	protein_coding		.
locus_TECRL	TECRL	omim	1.879575675234972	67.105	-0.398087600493559	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	33.74379394729845	omim		s11_1
rs1483890+rs900669	FRMD4B	.	0.0	24.514	-0.7677290272808283	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	31.494576845276207	protein_coding		s1__1
locus_CALM2	CALM2	omim	1.879575675234972	0.205	-0.900695663310492	30.34172682708811	278	18	AKAP9:omim;CACNA1C:omim;CAMK2D:coloc;CAV3:omim;GJA1;IQGAP3;KCNE1:omim;KCNN2;KCNQ1:exome,omim;MAP3K7;OBSCN;PAM;RELB;RIOK3;RYR2:omim;SCN10A:coloc,exome,omim;SPATA17;TTN:exome	24	1.9205790454689249	0	0	.	0	0	.	33.24118588448152	omim		s1111
rs17881696	ACHE	coloc	1.8914897580833268	0.148	-0.9007009387092606	30.34172682708811	278	1	HAND1	1	1.9205790454689249	0	0	.	0	0	.	33.2530946919311	protein_coding		s0111
rs17881696	EPHB4	.	0.0	68.623	-0.3883377095770493	29.656047645046897	277	0		2	1.9205790454689249	0	0	.	0	0	.	31.18828898093877	protein_coding		.
rs17881696	MUC12	.	0.0	73.885	-0.3565936979490032	30.084799064296163	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.648784411816088	protein_coding		.
rs17881696	MUC17	.	0.0	124.334	-0.1711856959506839	29.86983007658557	277	0		1	1.9205790454689249	0	0	.	0	0	.	31.61922342610381	protein_coding		.
rs17881696	MUC3A	.	0.0	53.796	-0.4956099562352272	30.084799064296163	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.509768153529865	protein_coding		.
rs17881696	SLC12A9	.	0.0	68.918	-0.3864743701179875	30.084799064296163	277	0		0	1.9205790454689249	0	0	.	0	0	.	31.618903739647106	protein_coding		.
rs17881696	SRRT	coloc	1.8914897580833268	20.635	-0.8020228436623894	29.06431863503272	278	1	CACNA1C:omim	7	1.9205790454689249	0	0	.	0	0	.	32.074364594922585	protein_coding		.
rs17881696	TRIP6	.	0.0	28.351	-0.7316552640717722	29.52746442867229	279	2	FARS2;SCN10A:coloc,exome,omim	7	1.9205790454689249	0	0	.	0	0	.	30.71638821006944	protein_coding		.
rs17881696	UFSP1	.	0.0	7.017	-0.8879911810281299	30.599296726161555	279	2	TBX3;TCF7L2	2	1.9205790454689249	0	0	.	0	0	.	31.631884590602347	protein_coding		.
rs17107548	NRXN3	.	0.0	721.769	-0.0063047437868481	30.34172682708811	278	0		1	1.9205790454689249	0	0	.	0	0	.	32.25600112877019	protein_coding		s1__1
rs3105593	TRPM7	.	0.0	22.187	-0.7886360605015645	29.7797754328488	280	2	DDX17:coloc;TTN:exome	7	1.9205790454689249	0	0	.	0	0	.	30.91171841781616	protein_coding		.
rs3105593	USP50	.	0.0	55.741	-0.4799883328430786	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	31.78231753971396	protein_coding		s1__1
rs3777755	EDN1	.	0.0	130.895	-0.1575104497362413	30.34172682708811	278	0		2	1.9205790454689249	0	0	.	0	0	.	32.10479542282079	protein_coding		s1__1
rs12997023+rs6544311	SLC8A1	.	0.0	73.773	-0.3572371161392	30.34172682708811	278	6	ANK2:omim;ATP2A2;CACNA2D1:omim;CAV3:omim;GJA1;PDE3A	7	1.9205790454689249	0	0	.	0	0	.	31.90506875641784	protein_coding		s1_11
rs3749237	AMIGO3	.	0.0	15.77	-0.8401579255712683	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	31.422147946985767	protein_coding		.
rs3749237	APEH	.	0.0	58.585	-0.4579902191712753	29.910774579561064	278	0		2	1.9205790454689249	0	0	.	0	0	.	31.37336340585871	protein_coding		.
rs3749237	CDHR4	.	0.0	60.332	-0.4449772447278481	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	31.817328627829184	protein_coding		.
rs3749237	GMPPB	.	0.0	8.648	-0.8815425591365078	29.526165997313825	279	1	PDE3A	6	1.9205790454689249	0	0	.	0	0	.	30.56520248364624	protein_coding		.
rs3749237	INKA1	.	0.0	70.662	-0.3756644820373494	29.910774579561064	278	0		2	1.9205790454689249	0	0	.	0	0	.	31.45568914299264	protein_coding		.
rs3749237	IP6K1	.	0.0	8.305	-0.8830014367190261	30.125656528520068	278	0		1	1.9205790454689249	0	0	.	0	0	.	31.163234137269967	protein_coding		.
rs3749237	MST1	.	0.0	47.509	-0.5491960998821923	28.93899899875192	280	2	RASSF3;SOD2	10	1.9205790454689249	0	0	.	0	0	.	30.310381944338644	protein_coding		.
rs3749237	RNF123	.	0.0	43.061	-0.5896982579214693	27.6004398921921	282	4	BAZ2B;OBSCN;PPFIA2;TAF6L	20	1.9205790454689249	0	0	.	0	0	.	28.93132067973956	protein_coding		.
rs3749237	TRAIP	.	0.0	123.965	-0.1720029417279175	29.526165997313825	279	1	MAP3K7	6	1.9205790454689249	0	0	.	0	0	.	31.27474210105484	protein_coding		.
rs3749237	UBA7	.	0.0	72.61	-0.3639996830137471	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	31.898306189543284	protein_coding		s0__1
locus_AKAP9	AKAP9	omim	1.879575675234972	84.916	-0.2995446801764138	30.34172682708811	278	5	CALM1:omim;CALM2:omim;CALM3:omim;KCNJ5:coloc,omim;KCNQ1:exome,omim	8	1.9205790454689249	0	0	.	0	0	.	33.84233686761559	omim		s1111
rs867400	RASSF3	.	0.0	76.069	-0.3443174656489827	30.34172682708811	278	1	LITAF:coloc	2	1.9205790454689249	0	0	.	0	0	.	31.91798840690805	protein_coding		s1_11
rs75190942	C11orf45	.	0.0	11.021	-0.8700156015079378	29.99843999307302	275	0		0	1.9205790454689249	0	0	.	0	0	.	31.04900343703401	protein_coding		.
rs75190942	KCNJ1	.	0.0	27.38	-0.740928103946283	29.57026418691123	275	0		2	1.9205790454689249	0	0	.	0	0	.	30.74991512843388	protein_coding		.
rs75190942	KCNJ5	omim,coloc	3.771065433318298	3.32	-0.8978265857304659	30.34172682708811	278	3	AKAP9:omim;GNB4:coloc;LANCL2	5	1.9205790454689249	0	0	.	0	0	.	35.13554472014487	protein_coding		s0111
rs75190942	TP53AIP1	.	0.0	48.251	-0.5426366702677116	29.99843999307302	275	0		0	1.9205790454689249	0	0	.	0	0	.	31.37638236827424	protein_coding		.
rs12501032	PPARGC1A	.	0.0	67.284	-0.3969237526618722	30.34172682708811	278	1	CREBBP	2	1.9205790454689249	1	1	MITF	0	0	.	31.86538211989516	protein_coding		s1_11
rs545833	DPT	.	0.0	25.234	-0.7610903763623569	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	31.501215496194675	protein_coding		s1__1
rs3915499	CEP20	.	0.0	71.717	-0.3692940554101875	30.34172682708811	278	0		0	1.9205790454689249	0	0	.	0	0	.	31.89301181714685	protein_coding		s0__1
rs3915499	MYH11	.	0.0	113.751	-0.196926000387422	29.951790529907868	279	1	KCNQ1:exome,omim	4	1.9205790454689249	0	0	.	0	0	.	31.675443574989373	protein_coding		.
rs397637	GJC2	.	0.0	115.697	-0.19181321056394	29.43088618541225	272	1	CHRM2	1	1.9205790454689249	0	0	.	0	0	.	31.159652020317232	protein_coding		.
rs397637	IBA57	.	0.0	99.823	-0.2394868874589054	28.54344896058652	271	0		3	1.9205790454689249	0	0	.	0	0	.	30.22454111859653	protein_coding		.
rs397637	OBSCN	.	0.0	57.583	-0.4656256605405619	30.34172682708811	278	7	ANK2:omim;CALM1:omim;CALM2:omim;CALM3:omim;FGFR1;SNTA1:omim;TTN:exome	10	1.9205790454689249	0	0	.	0	0	.	31.79668021201648	protein_coding		s0_11
rs4642101	CAND2	.	0.0	4.252	-0.8959928897321431	30.34172682708811	278	3	CAV3:omim;GJA1;KCNQ1:exome,omim	5	1.9205790454689249	0	0	.	0	0	.	31.36631298282489	protein_coding		s0_11
rs4642101	RPL32	.	0.0	40.841	-0.6105802777992095	27.99543659247305	277	2	CDH2;L1TD1	14	1.9205790454689249	0	0	.	0	0	.	29.305435360142774	protein_coding		.
