DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	17q12	17	35004556	LIG3	LIG3			ENSG00000005156			rs1052536-C	rs1052536	0	1052536	3_prime_UTR_variant	0	0.53	6E-25	24.221848749616356		0.98	[0.78-1.18] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	17q24.2	17	66307675	PRKCA	PRKCA			ENSG00000154229			rs9892651-C	rs9892651	0	9892651	intron_variant	0	0.429	3E-14	13.522878745280337		0.74	[0.54-0.94] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	17q24.3	17	70207405	KCNJ2	KCNJ2 - CALM2P1	ENSG00000123700	ENSG00000267170		27357	33919	rs236586-G	rs236586	0	236586	intergenic_variant	1	0.466	6E-11	10.221848749616356		0.64	[0.44-0.84] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	2q31.2	2	178825129	TTN, CCDC141	TTN			ENSG00000155657			rs7561149-C	rs7561149	0	7561149	intron_variant	0	0.42	7E-9	8.154901959985743		0.52	[0.34-0.7] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	2q33.1	2	200295976	SPATS2L	AC004464.1 - SPATS2L	ENSG00000287027	ENSG00000196141		195951	9905	rs295140-T	rs295140	0	295140	intergenic_variant	1	0.423	4E-13	12.397940008672037		0.61	[0.45-0.77] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	17q24.3	17	70434852	KCNJ2	AC011990.1 - AC005771.1	ENSG00000267109	ENSG00000267471		65936	194065	rs1396515-C	rs1396515	0	1396515	intergenic_variant	1	0.521	2E-25	24.69897000433602		0.98	[0.8-1.16] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	17q24.3	17	70564648	KCNJ2	AC011990.1 - AC005771.1	ENSG00000267109	ENSG00000267471		195732	64269	rs17763769-A	rs17763769	0	17763769	intergenic_variant	1	0.146	5E-11	10.301029995663981		0.89	[0.62-1.16] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	21q22.12	21	34449382	KCNE1	KCNE1			ENSG00000180509			rs1805128-T	rs1805128	0	1805128	missense_variant	0	0.01	2E-18	17.69897000433602		7.42	[5.75-9.09] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q32.1	1	205727487	NUCKS1	NUCKS1			ENSG00000069275			rs1775154-A	rs1775154	0	1775154	intron_variant	0	0.43	6E-7	6.221848749616356		0.45	[0.27-0.63] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	5p15.33	5	1014948	NKD2	NKD2, NKD2			ENSG00000276920, ENSG00000145506			rs16870629-T	rs16870629	0	16870629	intron_variant	0	0.393	8E-6	5.096910013008056		0.45	[0.25-0.65] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	7q11.23	7	72955591	NSUN5C	AC211476.6			ENSG00000285886			rs404321-A	rs404321	0	404321	non_coding_transcript_exon_variant	0	0.005	2E-6	5.698970004336019		9.86	[5.78-13.94] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	7q22.1	7	100483115	C7orf51	AC092849.3			ENSG00000286938			rs7808970-G	rs7808970	0	7808970	intron_variant	0	0.383	1E-7	7.0		0.52	[0.32-0.72] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	16p13.3	16	4205179	SRL	SRL			ENSG00000185739			rs7195486-C	rs7195486	0	7195486	intron_variant	0	0.213	9E-7	6.045757490560675		0.55	[0.33-0.77] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	17q22	17	59389143	YPEL2	YPEL2			ENSG00000175155			rs728478-G	rs728478	0	728478	non_coding_transcript_exon_variant	0	0.445	8E-6	5.096910013008056		0.4	[0.22-0.58] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1p36.31	1	6089062	RNF207	KCNAB2			ENSG00000069424			rs2273042-A	rs2273042	0	2273042	intron_variant	0	0.11	7E-9	8.154901959985743		0.94	[0.63-1.25] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1p36.31	1	6219310	RNF207	RNF207			ENSG00000158286			rs846111-C	rs846111	0	846111	missense_variant	0	0.283	7E-40	39.15490195998574		1.73	[1.48-1.98] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1p36.12	1	23383982	TCEA3	TCEA3, TCEA3			ENSG00000204219, ENSG00000282941			rs2298632-T	rs2298632	0	2298632	3_prime_UTR_variant	0	0.496	1E-14	14.0		0.7	[0.52-0.88] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q23.3	1	162011235	NOS1AP	OLFML2B			ENSG00000162745			rs6669543-T	rs6669543	0	6669543	intron_variant	0	0.258	2E-39	38.69897000433602		1.46	[1.24-1.68] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q23.3	1	162021447	NOS1AP	OLFML2B			ENSG00000162745			rs4656345-A	rs4656345	0	4656345	intron_variant	0	0.085	1E-19	19.0		4.73	[3.71-5.75] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q23.3	1	162064100	NOS1AP	AL590408.1 - NOS1AP	ENSG00000227818	ENSG00000198929		24533	5591	rs12143842-T	rs12143842	0	12143842	intergenic_variant	1	0.24	1E-213	213.0		3.5	[3.28-3.72] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	16p13.13	16	11576902	LITAF	LITAF			ENSG00000189067			rs12930096-T	rs12930096	0	12930096	intron_variant	0	0.142	3E-13	12.522878745280337		1.22	[0.89-1.55] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q23.3	1	162209842	NOS1AP	NOS1AP			ENSG00000198929			rs4657172-C	rs4657172	0	4657172	intron_variant	0	0.125	1E-8	8.0		0.81	[0.54-1.08] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q23.3	1	162212887	NOS1AP	NOS1AP			ENSG00000198929			rs3934467-T	rs3934467	0	3934467	intron_variant	0	0.222	3E-129	128.52287874528034		2.74	[2.52-2.96] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	16p13.13	16	11640786	LITAF	LITAF - SNN	ENSG00000189067	ENSG00000184602		4405	27669	rs12444261-T	rs12444261	0	12444261	intergenic_variant	1	0.262	2E-12	11.698970004336019		0.79	[0.57-1.01] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	16p13.12	16	14301575	MKL2	MIR193BHG			ENSG00000262454			rs246185-C	rs246185	0	246185	intron_variant	0	0.335	3E-13	12.522878745280337		0.72	[0.52-0.92] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	16q21	16	58426022	CNOT1	LINC02137			ENSG00000260186			rs4784934-A	rs4784934	0	4784934	intron_variant	0	0.254	6E-9	8.221848749616356		0.67	[0.43-0.91] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q24.2	1	169101212	ATP1B1	AL135926.1			ENSG00000285622			rs12061601-C	rs12061601	0	12061601	intron_variant	0	0.117	3E-21	20.522878745280337		1.41	[1.12-1.7] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q24.2	1	169129799	ATP1B1	ATP1B1			ENSG00000143153			rs10919070-C	rs10919070	0	10919070	intron_variant	0	0.126	1E-31	31.0		1.68	[1.41-1.95] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q24.2	1	169131822	ATP1B1	ATP1B1			ENSG00000143153			rs12079745-A	rs12079745	0	12079745	3_prime_UTR_variant	0	0.059	1E-10	10.0		1.34	[0.93-1.75] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
2015-04-16	24952745	Arking DE	2014-06-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24952745	Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.	QT interval	Up to 70,389 European ancestry individuals, up to 672 Orcadian individuals	Up to 33,316 European ancestry individuals	1q24.2	1	169476945	ATP1B1	SLC19A2			ENSG00000117479			rs1983546-G	rs1983546	0	1983546	intron_variant	0	0.348	1E-15	15.0		0.81	[0.61-1.01] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N	QT interval	http://www.ebi.ac.uk/efo/EFO_0004682	GCST002500	Genome-wide genotyping array
