DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	5q33.2	5	154489480	NR	AC026688.2 - AC026688.1	ENSG00000254293	ENSG00000253886		3330	4096	rs13165478-?	rs13165478	0	13165478	intergenic_variant	1	NR	8E-19	18.096910013008056	(EA)			Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	14q24.2	14	71417850	SIPA1L1	SIPA1L1			ENSG00000197555			rs12880291-?	rs12880291	0	12880291	intron_variant	0	NR	4E-14	13.397940008672037	(EA)	0.49	[0.37-0.61] unit decrease	Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	7p14.2	7	35265695	NR	AC009531.1 - AC007652.3	ENSG00000226063	ENSG00000287651		5966	48143	rs1362212-?	rs1362212	0	1362212	intergenic_variant	1	NR	3E-14	13.522878745280337	(EA)			Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	7p14.2	7	35267372	TBX20	AC009531.1 - AC007652.3	ENSG00000226063	ENSG00000287651		7643	46466	rs1419856-?	rs1419856	0	1419856	intergenic_variant	1	NR	7E-18	17.154901959985743	(EA)	0.67	[0.51-0.83] unit increase	Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	1p32.3	1	51080468	CDKN2C	MIR6500 - C1orf185	ENSG00000275816	ENSG00000204006		20365	21753	rs17391905-?	rs17391905	0	17391905	intergenic_variant	1	NR	1E-11	11.0	(EA)	1.27	[0.9-1.64] unit decrease	Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	1p31.3	1	61432295	NFIA	NFIA			ENSG00000162599			rs2207790-?	rs2207790	0	2207790	intron_variant	0	NR	7E-19	18.154901959985743	(EA)	0.55	[0.43-0.67] unit decrease	Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	3p14.1	3	66381178	LRIG1, SLC25A26	SLC25A26, SLC25A26, LRIG1			ENSG00000282739, ENSG00000144741, ENSG00000144749			rs2242285-?	rs2242285	0	2242285	intron_variant	0	NR	6E-9	8.221848749616356	(EA)	0.34	[0.22-0.46] unit increase	Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	2p22.2	2	36965723	STRN	STRN			ENSG00000115808			rs3770770-?	rs3770770	0	3770770	intron_variant	0	NR	5E-11	10.301029995663981	(EA)	0.49	[0.35-0.63] unit increase	Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	3p21.1	3	53248287	TKT	TKT			ENSG00000163931			rs4687718-?	rs4687718	0	4687718	intron_variant	0	NR	7E-10	9.154901959985743	(EA)	0.57	[0.39-0.75] unit decrease	Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	6q25.3	6	159472905	NR	AL078604.4			ENSG00000286533			rs4708832-?	rs4708832	0	4708832	intron_variant	0	NR	2E-8	7.698970004336019	(EA)			Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	1p36.32	1	3342619	NR	PRDM16			ENSG00000142611			rs6683273-?	rs6683273	0	6683273	intron_variant	0	NR	3E-8	7.522878745280337	(EA)			Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	3p22.2	3	38725824	SCN10A	SCN10A			ENSG00000185313			rs6801957-?	rs6801957	0	6801957	intron_variant	0	NR	7E-40	39.15490195998574	(EA)	0.77	[0.65-0.89] unit increase	Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	11p14.1	11	30480628	NR	MPPED2			ENSG00000066382			rs10488821-?	rs10488821	0	10488821	intron_variant	0	NR	8E-7	6.096910013008056	(EA)			Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	12q24.21	12	114943935	NR	AC009804.1 - AC008125.1	ENSG00000274879	ENSG00000257958		14000	133390	rs10850409-?	rs10850409	0	10850409	intergenic_variant	1	NR	1E-17	17.0	(EA)			Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	3p22.2	3	38535871	NR	EXOG			ENSG00000157036			rs10865879-?	rs10865879	0	10865879	intron_variant	0	NR	5E-6	5.301029995663981	(EA)			Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-03-31	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS duration	59,565 European ancestry individuals, 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	2p22.2	2	36446412	NR	CRIM1			ENSG00000150938			rs7562790-?	rs7562790	0	7562790	intron_variant	0	NR	3E-10	9.522878745280337	(EA)			Affymetrix, Illumina, Perlegen [at least 2766983] (imputed)	N	QRS complex, QRS duration	http://www.ebi.ac.uk/efo/EFO_0005054, http://www.ebi.ac.uk/efo/EFO_0005055	GCST003844	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	21q21.3	21	28781917	NR	U6 - N6AMT1	ENSG00000283499	ENSG00000156239		38626	90274	rs11700980-?	rs11700980	0	11700980	regulatory_region_variant	1	NR	2E-8	7.698970004336019	(EA)			Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	1q23.3	1	162045950	OLFML2B	AL590408.1 - NOS1AP	ENSG00000227818	ENSG00000198929		6383	23741	rs12036340-?	rs12036340	0	12036340	intergenic_variant	1	NR	1E-9	9.0	(EA)	145.11	[98.05-192.17] unit decrease	Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	3p13	3	69745901	MITF	MITF			ENSG00000187098			rs13314892-?	rs13314892	0	13314892	intron_variant	0	NR	9E-9	8.045757490560675	(EA)	157.82	[104.02-211.62] unit increase	Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	13q14.13	13	46641083	LRCH1	LRCH1			ENSG00000136141			rs1408224-?	rs1408224	0	1408224	intron_variant	0	NR	4E-10	9.397940008672037	(EA)	134.77	[92.65-176.89] unit increase	Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	10q21.1	10	52464217	DKK1	LNCAROD			ENSG00000231131			rs1733724-?	rs1733724	0	1733724	intron_variant	0	NR	3E-6	5.522878745280337	(EA)			Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	1p32.3	1	51080468	CDKN2C	MIR6500 - C1orf185	ENSG00000275816	ENSG00000204006		20365	21753	rs17391905-?	rs17391905	0	17391905	intergenic_variant	1	NR	2E-8	7.698970004336019	(EA)			Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	2q31.1	2	174603041	NR	WIPF1, AC010894.3			ENSG00000115935, ENSG00000236449			rs1991601-?	rs1991601	0	1991601	intron_variant	0	NR	6E-9	8.221848749616356	(EA)			Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
2017-04-01	27659466	van der Harst P	2016-09-27	J Am Coll Cardiol	www.ncbi.nlm.nih.gov/pubmed/27659466	52 Genetic Loci Influencing Myocardial Mass.	QRS complex (12-leadsum)	up to 47,942 European ancestry individuals, up to 690 Orcadian (founder/genetic isolate) individuals	13,263 European ancestry individuals, 3,603 African American individuals, 4,619 Indian ancestry individuals	17q21.31	17	45949373	MAPT	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs242562-?	rs242562	0	242562	intron_variant	0	NR	2E-14	13.698970004336019	(EA)	191.41	[142.57-240.25] unit increase	Affymetrix, Illumina, Perlegen [2766983] (imputed)	N	QRS amplitude, QRS complex	http://www.ebi.ac.uk/efo/EFO_0007742, http://www.ebi.ac.uk/efo/EFO_0005054	GCST003872	Genome-wide genotyping array
