DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	7p14.2	7	35218665	TBX20	TBX20			ENSG00000164532			rs58437978-C	rs58437978	0	58437978	intron_variant	0	0.5	3E-12	11.522878745280337		0.2402	[0.17-0.31] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	20q11.23	20	38211754	KIAA1755	KIAA1755			ENSG00000149633			rs6123471-C	rs6123471	0	6123471	3_prime_UTR_variant	0	0.46	7E-72	71.15490195998575		0.5953	[0.53-0.66] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	18q12.2	18	36709322	FHOD3	FHOD3			ENSG00000134775			rs61735998-T	rs61735998	0	61735998	missense_variant	0	0.02	2E-14	13.698970004336019		0.8338	[0.62-1.05] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	2p14	2	66497930	MEIS1	MEIS1			ENSG00000143995			rs62144050-C	rs62144050	0	62144050	intron_variant	0	0.28	2E-7	6.698970004336019		0.2246	[0.14-0.31] unit increase	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	2q32.1	2	187377642	CALCRL	CALCRL, AC007319.1			ENSG00000064989, ENSG00000224063			rs62172372-G	rs62172372	0	62172372	intron_variant	0	0.19	6E-16	15.221848749616356		0.3365	[0.25-0.42] unit increase	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	4q31.23	4	148053451	ARHGAP10, EDNRA	ARHGAP10			ENSG00000071205			rs6845865-C	rs6845865	0	6845865	intron_variant	0	0.16	2E-14	13.698970004336019		0.3423	[0.25-0.43] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	15q24.1	15	73371562	HCN4, NEO1	HCN4 - REC114	ENSG00000138622	ENSG00000183324		2604	71602	rs7173389-T	rs7173389	0	7173389	intergenic_variant	1	0.16	1E-32	32.0		0.5393	[0.45-0.63] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	16q21	16	65252967	CDH11	AC009055.1			ENSG00000260364			rs7194801-C	rs7194801	0	7194801	intron_variant	0	0.43	4E-18	17.397940008672037		0.2907	[0.23-0.36] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	7q33	7	136891353	CHRM2	CHRM2, AC009264.1			ENSG00000181072, ENSG00000234352			rs73158705-G	rs73158705	0	73158705	intron_variant	0	0.16	3E-18	17.522878745280337		0.3929	[0.3-0.48] unit increase	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	9p13.3	9	35909521	HRCT1	SPAAR			ENSG00000235387			rs748802-A	rs748802	0	748802	5_prime_UTR_variant	0	0.34	1E-8	8.0		0.2022	[0.13-0.27] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	11q24.3	11	128894676	KCNJ5, C11orf45	KCNJ5			ENSG00000120457			rs75190942-A	rs75190942	0	75190942	intron_variant	0	0.09	1E-16	16.0		0.4962	[0.38-0.61] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	3q26.33	3	179455191	GNB4	AC007620.1 - MTHFD2P7	ENSG00000239255	ENSG00000181260		2772	9155	rs7612445-T	rs7612445	0	7612445	regulatory_region_variant	1	0.19	2E-24	23.69897000433602		0.4276	[0.35-0.51] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	17p12	17	15291962	TEKT3, PMP22	AC005703.7			ENSG00000286792			rs79121763-T	rs79121763	0	79121763	intron_variant	0	0.09	7E-14	13.154901959985743		0.471	[0.35-0.59] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	12q14.2	12	64583070	RASSF3	RASSF3			ENSG00000153179			rs867400-C	rs867400	0	867400	intron_variant	0	0.43	5E-19	18.30102999566398		0.2983	[0.23-0.36] unit increase	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	2q35	2	219434819	SPEG, DES	AC053503.6 - SPEG	ENSG00000280323	ENSG00000072195		5500	24	rs907683-T	rs907683	0	907683	regulatory_region_variant	1	0.43	1E-20	20.0		0.3335	[0.26-0.4] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	9q33.3	9	125516460	MAPKAP1	MAPKAP1			ENSG00000119487			rs10739663-G	rs10739663	0	10739663	intron_variant	0	0.45	1E-15	15.0		0.2656	[0.2-0.33] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	2q31.2	2	178860510	CCDC141, TTN	AC092640.1, CCDC141			ENSG00000287149, ENSG00000163492			rs151041685-T	rs151041685	0	151041685	intron_variant	0	0.09	8E-75	74.09691001300806		1.0613	[0.95-1.17] unit increase	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	9q22.32	9	96433812	ZNF367	AL133477.3 - HABP4	ENSG00000287302	ENSG00000130956		12683	16357	rs10820614-C	rs10820614	0	10820614	intergenic_variant	1	0.21	6E-6	5.221848749616356		0.1854	[0.11-0.27] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	12p12.2	12	20319268	PDE3A	LINC02468 - AC129102.1	ENSG00000256499	ENSG00000256879		183105	42464	rs10841486-C	rs10841486	0	10841486	intergenic_variant	1	0.22	3E-9	8.522878745280337		0.2382	[0.16-0.32] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	12q11	12	37536300	ALG10B	AK6P1 - ZNF970P	ENSG00000256614	ENSG00000258368		3286342	39287	rs10880689-G	rs10880689	0	10880689	intergenic_variant	1	0.6	8E-10	9.096910013008056		0.2084	[0.14-0.27] unit increase	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	14q31.3	14	85330220	FLRT2	AL357172.1 - AL049775.2	ENSG00000259044	ENSG00000258902		90746	32237	rs17201923-G	rs17201923	0	17201923	intergenic_variant	1	0.28	7E-29	28.154901959985743		0.4096	[0.34-0.48] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	18q12.1	18	28186254	CDH2	CDH2 - AC090365.1	ENSG00000170558	ENSG00000265994		9124	452460	rs11083258-C	rs11083258	0	11083258	intergenic_variant	1	0.17	6E-10	9.221848749616356		0.2761	[0.19-0.36] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	1q41	1	217549549	GPATCH2	GPATCH2			ENSG00000092978			rs11454451-CT	rs11454451	0	11454451	intron_variant	0	0.26	1E-11	11.0		0.2558	[0.18-0.33] unit increase	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	7q31.33	7	127329992	ZNF800	PRELID3BP10 - ZNF800	ENSG00000236105	ENSG00000048405		33789	16798	rs11563648-C	rs11563648	0	11563648	intergenic_variant	1	0.27	4E-10	9.397940008672037		0.2311	[0.16-0.3] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	7q21.3	7	93921103	GNGT1, GNG11	AC002076.2 - GNG11	ENSG00000278388	ENSG00000127920		5995	632	rs180239-C	rs180239	0	180239	regulatory_region_variant	1	0.35	5E-21	20.30102999566398		0.326	[0.26-0.39] unit decrease	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	1p36.22	1	9940418	NMNAT1, LZIC, UBE4B	LZIC			ENSG00000162441			rs182770070-T	rs182770070	0	182770070	intron_variant	0	0.01	1E-7	7.0		0.9396	[0.59-1.29] unit increase	Affymetrix [19941912] (imputed)	N	resting heart rate	http://www.ebi.ac.uk/efo/EFO_0004351	GCST003818	Genome-wide genotyping array
